;;;;;;;;;;;;;x,,,,,,,,
EVTDESC95260_NEWS_SHORT;早先自由之子运动的崛起，便预示着对极权主义的美国政府的抵抗。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC95500_NEWS_LONG;欧洲的殖民国家聚集于$CAPITAL$，讨论在避免利益冲突的前提下对非洲殖民地及贸易的管理，尽管有些国家暗中对欧洲殖民国家这种不管既定决策便选择避免战争的做法表示质疑。众所周知的“$CAPITAL$会议总议定书”于此诞生，使得对非洲大陆的掠夺正式化。此后，以文明自居的欧洲国家对未开化的非洲国家的入侵比比皆是。;;;;;;;;;;;;;x,,,,,
EVTDESC95500_NEWS_MEDIUM;欧洲的殖民国家聚集于$CAPITAL$以讨论在非洲的殖民地及贸易的管理。而后诞生了众所周知的“$CAPITAL$会议总议定书”，使得对非洲大陆的掠夺正式化。;;;;;;;;;;;;;x,,,,,,,
EVTDESC95500_NEWS_SHORT;欧洲的殖民国家聚集于$CAPITAL$以讨论在非洲的殖民地及贸易的管理，对非洲大陆的掠夺正式化。;;;;;;;;;;;;;x,,,,,,,
EVTNAME95507_NEWS_TITLE;$COUNTRY_ADJ$国民逃离;;;;;;;;;;;;;x,,,,,,,,
EVTDESC95507_NEWS_LONG;多年来，$COUNTRY$一直享有对非洲国家$FROMCOUNTRY$的干预权。多数世人已默认$FROMCOUNTRY$是$COUNTRY_ADJ$保护国。而$FROMCOUNTRY$从未认同此观点。近来，该政府草率地驱逐了$COUNTRY_ADJ$贸易领事，并用尽手段威胁其他留下的$COUNTRY_ADJ$侨民。$COUNTRY$的干预已被消除，若想守住资本，如今的$COUNTRY$必须做出反应。;;;;;;;;;;;;;x,,,
EVTDESC95507_NEWS_MEDIUM;近来，该政府草率地驱逐了$COUNTRY_ADJ$贸易领事，并用尽手段威胁其他留下的$COUNTRY_ADJ$侨民。$COUNTRY$的干预已被消除。;;;;;;;;;;;;;x,,,,,,
EVTDESC95507_NEWS_SHORT;近来，该政府草率地驱逐了$COUNTRY_ADJ$贸易领事，并用尽手段威胁其他留下的$COUNTRY_ADJ$侨民。;;;;;;;;;;;;;x,,,,,,
EVTDESC95613_NEWS_LONG;由于中亚的紧张局势，一些$FROMCOUNTRY_ADJ$士兵偶然越过了$COUNTRY_ADJ$边界。几名$COUNTRY_ADJ$士兵被杀，伤者无数。尽管$FROMCOUNTRY_ADJ$政府已赔罪，$CAPITAL$的声音表达出了进军的意愿，并声称取得该国的控制权。没人知晓这样的行动将对该地区的稳定性造成何种影响，。;;;;;;;;;;;;x,,,,,
EVTDESC95613_NEWS_MEDIUM;由于$FROMCOUNTRY_ADJ$士兵越过$COUNTRY_ADJ$边界线，造成人员伤亡，直接导致中亚局势紧张。$CAPITAL$表示应前进并夺取$FROMCOUNTRY_ADJ$政府的控制权。;;;;;;;;;;;;x,,,,,,,
EVTDESC95613_NEWS_SHORT;由于$FROMCOUNTRY_ADJ$士兵越过$COUNTRY_ADJ$边界线，造成人员伤亡，直接导致中亚局势紧张。$CAPITAL$表示应采取行动。;;;;;;;;;;;;x,,,,,,,
EVTDESC95616_NEWS_LONG;$FROMCOUNTRY$反抗$COUNTRY_ADJ$统治而造成的动荡局面已然白热化，$CAPITAL$正打算直接统治该国。$COUNTRY$完全没理由因该地区势力的制衡而烦恼，不久他们会发现$FROMCOUNTRY$会被另一势力夺走;;;;;;;;;;;;x,,,,,,
EVTDESC95616_NEWS_MEDIUM;$FROMCOUNTRY$反抗$COUNTRY_ADJ$统治而造成的动荡局面已然白热化，$CAPITAL$正打算直接统治该国。他们不该如此行动，不久他们会发现$FROMCOUNTRY$会被另一势力夺走;;;;;;;;;;;;x,,,,,,
EVTDESC95616_NEWS_SHORT;$FROMCOUNTRY$反抗$COUNTRY_ADJ$统治而造成的动荡局面已然白热化，$CAPITAL$正打算直接统治该国。;;;;;;;;;;;;x,,,,,,,
EVTNAME95641_NEWS_TITLE;法国索要南圻;;;;;;;;;;;;x,,,,,,,,
EVTDESC95641_NEWS_LONG;多年来，巴黎外方传教会在亚洲积极地传播天主教义，但他们也遭到了亚洲政权的严重打压。在$COUNTRY$，南圻地区处决传教士的行为促使法国要求$COUNTRY_ADJ$政府将该地区移交给他们作为殖民地以确保法国公民人身安全;;;;;;;;;;;;x,,,,,
EVTDESC95641_NEWS_MEDIUM;在$COUNTRY$，南圻地区处决传教士的行为促使法国要求$COUNTRY_ADJ$政府将该地区移交给他们作为殖民地以确保法国公民人身安全。;;;;;;;;;;;;x,,,,,,
EVTDESC95641_NEWS_SHORT;在$COUNTRY$，南圻地区处决传教士的行为促使法国要求$COUNTRY_ADJ$政府将该地区移交给他们作为殖民地。;;;;;;;;;;;;x,,,,,,,
EVTNAME95656_NEWS_TITLE;$CAPITAL$条约;;;;;;;;;;;;x,,,,,,,,
EVTDESC95656_NEWS_LONG;$COUNTRY$政府与$FROMCOUNTRY$缔结了历史性的不平等条约，最终以割地赔款及给予$COUNTRY_ADJ$商人在$FROMCOUNTRY_ADJ$地区的贸易特权作为结束战争的交换条件。该战败事件被认为是$FROMCOUNTRY$史上的耻辱。;;;;;;;;;;;;x,,,,,,
EVTDESC95656_NEWS_MEDIUM;$COUNTRY$政府与$FROMCOUNTRY$缔结了历史性的不平等条约，最终以让步结束了战争。该战败事件被认为是$FROMCOUNTRY$史上的耻辱。;;;;;;;;;;;;x,,,,,,,
EVTDESC95656_NEWS_SHORT;$COUNTRY$政府与$FROMCOUNTRY$缔结了历史性的不平等条约，最终以割让领土和贸易让步为代价结束了战争。;;;;;;;;;;;;x,,,,,,,
EVTNAME96006_NEWS_TITLE;国家接近全面崩溃！;;;;;;;;;;;;;x,,,,,,,,
EVTDESC96006_NEWS_LONG;$COUNTRY$的报告表明他们在第一次世界大战里的表现不尽人意。大面积领土已被敌人占领，而自由区的平民也备受大规模资源匮乏的折磨。$COUNTRY_ADJ$政府顾问催促领导者们应以任何代价结束并立即结束战争。对于$COUNTRY$来说，这是黑暗的一天，某官员如是说。我们的情况不仅是危机重重这样简单。我方已然陷入绝境。若同盟迟迟不到，很快我方将全军覆没。;;;;;;;;;;;;;x,,,
EVTDESC96006_NEWS_MEDIUM;$COUNTRY$的报告表明他们在第一次世界大战里的表现不尽人意。$COUNTRY_ADJ$政府顾问催促领导者们应以任何代价结束并立即结束战争。;;;;;;;;;;;;;x,,,,,,
EVTDESC96006_NEWS_SHORT;$COUNTRY$的报告表明他们在第一次世界大战里的表现不尽人意。$COUNTRY_ADJ$政府顾问催促领导者们应尽快取得和平。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC96010_NEWS_LONG;在对近来战况深思熟虑后，代表们带着同$COUNTRY$缔结条约的声明离开了$CAPITAL$。$COUNTRY$将被铲除，某官员转述。他们的罪将被饶恕，但作为回报，他们将放弃所有的殖民地，将释放境内所有的主权国并且归还被$COUNTRY$所占有的外岛。我们力求确保$COUNTRY$不会再对世界和平造成威胁。;;;;;;;;;;;;;x,,,,
EVTDESC96010_NEWS_MEDIUM;在对近来战况深思熟虑后，代表们带着同$COUNTRY$缔结条约的声明离开了$CAPITAL$，以放弃$COUNTRY$及一切告终。;;;;;;;;;;;;;x,,,,,,
EVTDESC96010_NEWS_SHORT;在对近来战况深思熟虑后，代表们带着同$COUNTRY$缔结和平条约的声明离开了$CAPITAL$。;;;;;;;;;;;;;x,,,,,,,
EVTNAME96085_NEWS_TITLE;$COUNTRY_ADJ$民主;;;;;;;;;;;;;x,,,,,,,,
EVTDESC96085_NEWS_LONG;随着$COUNTRY$国内选举的展开，显然由$FROMCOUNTRY$幕后支持的民主政府将暂时于此生根。部分$COUNTRY_ADJ$国民在想到这自由是来自敌国施压的结果时，便没有那么激动了，不过大部分人还是会欣喜若狂。“我不会因为$FROMCOUNTRY_ADJ$指示意见就去开始关心$COUNTRY_ADJ$民主政治。”某市民愤愤地说，“重点在于，现在我可以投票了。”;;;;;;;;;;;;;x,,,,,
EVTDESC96085_NEWS_MEDIUM;随着$COUNTRY$国内选举的展开，显然由$FROMCOUNTRY$幕后支持的民主政府将暂时于此生根。部分$COUNTRY_ADJ$国民在想到这自由是来自敌国施压的结果时，便没有那么激动了，不过大部分人还是会欣喜若狂。;;;;;;;;;;;;;x,,,,,,
EVTDESC96085_NEWS_SHORT;随着$COUNTRY$国内选举的展开，显然由$FROMCOUNTRY$幕后支持的民主政府将暂时于此生根。;;;;;;;;;;;;;x,,,,,,,
EVTNAME96086_NEWS_TITLE;$COUNTRY_ADJ$法西斯;;;;;;;;;;;;;x,,,,,,,,
EVTDESC96086_NEWS_LONG;随着新的由$FROMCOUNTRY$支持的政府在$CAPITAL$组建，显而易见的是眼下法西斯会控制$COUNTRY$。虽然$FROMCOUNTRY_ADJ$士兵应该已经离开$COUNTRY$了，但似乎那里仍然到处都是他们的影子。对任何$COUNTRY_ADJ$国民的反抗镇压已准备就绪，每扇窗下都可见$FROMCOUNTRY_ADJ$旗帜悬挂在$COUNTRY_ADJ$国旗旁。“那是我们的盟国。”有人说，“为什么我们却不感激他们为我们所付出的一切呢？”;;;;;;;;;;;;;x,,,
EVTDESC96086_NEWS_MEDIUM;随着新的由$FROMCOUNTRY$支持的政府在$CAPITAL$组建，显而易见的是眼下法西斯会控制$COUNTRY$。虽然$FROMCOUNTRY_ADJ$士兵应该已经离开$COUNTRY$了，但似乎那里仍然到处都是他们的影子。;;;;;;;;;;;;;x,,,,,
EVTDESC96086_NEWS_SHORT;随着新的由$FROMCOUNTRY$支持的政府在$CAPITAL$组建，显而易见的是眼下法西斯会控制$COUNTRY$。;;;;;;;;;;;;;x,,,,,,
EVTDESC96110_NEWS_LONG;流放在科威特的阿卜杜勒－阿齐兹，沙特的皇室后裔，已回到$COUNTRY$。此外，报告还称此人佯装与南方的贝都因部落结盟并从$COUNTRY$处重夺利雅得。$COUNTRY$的统治者被打的措手不及，只能召集同盟抵抗伊本·沙特，以免将早先对其家族的胜利;;;;;;;;;;;;;x,,,,
EVTDESC96110_NEWS_MEDIUM;流放在科威特的阿卜杜勒－阿齐兹，沙特的皇室后裔，已回到$COUNTRY$。此外，报告还称此人与南方的贝都因部落结盟并从$COUNTRY$处重夺利雅得。;;;;;;;;;;;;;x,,,,,
EVTDESC96110_NEWS_SHORT;沙特皇室后裔阿卜杜勒－阿齐兹，与南方的贝都因部落结盟并从$COUNTRY$处重夺利雅得。;;;;;;;;;;;;;x,,,,,,
EVTNAME96120_NEWS_TITLE;阿拉伯统治战争;;;;;;;;;;;;;x,,,,,,,,
EVTDESC96120_NEWS_LONG;多年来，阿拉伯半岛的土地已随王室内部的两派分成两部分：沙特王室和拉希德王室，后者深得土耳其的支持而前者则同英国有着良好关系。事态已到紧要关头，一场决定阿拉伯命运的战争将一触即发。拉希德家族的族长，哈伊勒的统治者，准备孤注一掷，召集盟友加入对抗内志的战斗中。;;;;;;;;;;;;;x,,,,
EVTDESC96120_NEWS_MEDIUM;事态已到紧要关头，一场决定阿拉伯命运的战争将一触即发。拉希德家族的族长，哈伊勒的统治者，已占据优势并召集友盟加入对抗内志的战斗中。;;;;;;;;;;;;;x,,,,,
EVTDESC96120_NEWS_SHORT;拉希德家族的族长，哈伊勒的统治者，已占据优势并召集友盟加入对抗内志的战斗中。;;;;;;;;;;;;;x,,,,,,
EVTDESC96121_NEWS_LONG;多年来，阿拉伯半岛的土地已随皇室内部的两派分成两部分：沙特皇室和拉希德皇室，后者深得土耳其的支持而前者则同英国有着良好关系。事态已到紧要关头，一场决定阿拉伯命运的战争将一触即发。沙特家族的族长，内志的统治者准备孤注一掷，召集盟友和哈伊勒战斗;;;;;;;;;;;;;x,,,,
EVTDESC96121_NEWS_MEDIUM;多年来，阿拉伯半岛的土地已随皇室内部的两派分成两部分：沙特皇室和拉希德皇室，后者深得土耳其的支持而前者则同英国有着良好关系。事态已到紧要关头，一场决定阿拉伯命运的战争将一触即发。沙特家族的族长，内志的统治者准备孤注一掷，召集盟友对抗哈伊勒的拉希德家族;;;;;;;;;;;;;x,,,,,
EVTDESC96121_NEWS_SHORT;沙特家族的族长，内志的统治者准备孤注一掷，召集盟友对抗哈伊勒的拉希德家族;;;;;;;;;;;;;x,,,,,,
EVTDESC96130_NEWS_LONG;$COUNTRY$的好战行为引起了国际社会的争论，一些人在讨论应就遏制$COUNTRY_ADJ$侵略而达成统一战线。也有些在煽动市民以对抗该国。当然不是所有$COUNTRY$的人民都支持政府! 对该领导的意见。$COUNTRY$得小心行事，否则他们面对的不止是一个敌人，而是整个世界的统一战线。;;;;;;;;;;;;;x,,,,,,
EVTDESC96130_NEWS_MEDIUM;$COUNTRY$的好战行为引起了国际社会的声讨，一些人在讨论应就遏制$COUNTRY_ADJ$侵略而达成统一战线。$COUNTRY$需小心行事，否则他们面对的不止是一个敌人，而是整个世界的统一战线。;;;;;;;;;;;;;x,,,,,,
EVTDESC96130_NEWS_SHORT;$COUNTRY$的好战行为引起了国际社会的声讨。$COUNTRY$需小心行事，否则他们面对的不止是一个敌人，而是整个世界的统一战线。;;;;;;;;;;;;;x,,,,,,,
EVTDESC96136_NEWS_LONG;$FROMCOUNTRY_ADJ$外交官已对$COUNTRY$下了最后通牒：立即解散武装，否则世界列强将成立抗战统一战线。归还所有掠夺的领土等要求，对他们来说无疑是极具侮辱性的。然而，如果他们不妥协，$COUNTRY$所要面对的便是一场没把握的世界级战争。;;;;;;;;;;;;;x,,,,
EVTDESC96136_NEWS_MEDIUM;$FROMCOUNTRY_ADJ$外交官已对$COUNTRY$下了最后通牒：立即解散武装，否则世界列强将成立抗战统一战线。如果他们不妥协，$COUNTRY$所要面对的便是一场没把握的世界级战争。;;;;;;;;;;;;;x,,,,,,
EVTDESC96136_NEWS_SHORT;$FROMCOUNTRY_ADJ$外交官已对$COUNTRY$下了最后通牒：立即解散武装，否则将遭遇世界列强的统一战线的强烈打击。;;;;;;;;;;;;;x,,,,,,,
EVTDESC96170_NEWS_LONG;一个名为穆罕默德·艾哈迈德的苏丹宗教领袖自称马赫迪（或“救世主”），发动了统一苏丹西部和中部的部落的战争。然而最初此人并未引起喀土穆当地政府的重视，后续的报告表明这位马赫迪确是具有强大的吸引力——他召集了许多苏丹领土外的外籍人士成为他的追随者。这群马赫迪的追随者也许对$COUNTRY$在苏丹的统治是不可小视的威胁。;;;;;;;;;;;;;x,,,,,,,
EVTDESC96170_NEWS_MEDIUM;一个名为穆罕默德·艾哈迈德的苏丹宗教领袖自称马赫迪（或“救世主”），发动了统一苏丹西部和中部的部落的战争。这群马赫迪的追随者也许对$COUNTRY$在苏丹的统治是不可小视的威胁。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC96170_NEWS_SHORT;一个名为穆罕默德·艾哈迈德的苏丹宗教领袖自称马赫迪（或“救世主”），发动了统一苏丹西部和中部的部落的战争。;;;;;;;;;;;;;x,,,,,,,,
EVTNAME96087_NEWS_TITLE;$COUNTRY_ADJ$共产主义;;;;;;;;;;;;;x,,,,,,,,
EVTDESC96087_NEWS_LONG;随着新的由$FROMCOUNTRY$支持的政府在$CAPITAL$组建，显而易见的是眼下共产党会控制$COUNTRY$。虽然$FROMCOUNTRY_ADJ$士兵应该已经离开$COUNTRY$了，但似乎那里仍然到处都是他们的影子。对任何$COUNTRY_ADJ$国民的反抗镇压已准备就绪，每扇窗下都可见$FROMCOUNTRY_ADJ$旗帜悬挂在$COUNTRY_ADJ$国旗旁。“那是我们的盟国。”有人说，“为什么我们却不感激他们为我们所付出的一切呢？”;;;;;;;;;;;;;x,,,
EVTDESC96087_NEWS_MEDIUM;随着新的由$FROMCOUNTRY$支持的政府在$CAPITAL$组建，显而易见的是眼下共产党会控制$COUNTRY$。虽然$FROMCOUNTRY_ADJ$士兵应该已经离开$COUNTRY$了，但似乎那里仍然到处都是他们的影子。;;;;;;;;;;;;;x,,,,,
EVTDESC96087_NEWS_SHORT;随着新的由$FROMCOUNTRY$支持的政府在$CAPITAL$组建，显而易见的是眼下共产党会控制$COUNTRY$。;;;;;;;;;;;;;x,,,,,,
EVTDESC97000_NEWS_MEDIUM;葡萄牙政府禁止在教堂里举办葬礼，该行为引起民众的强烈不满，进而爆发暴动。最初暴动的煽动者是一位名叫玛利亚的女性，反抗行动便是以其绰号来命名。;;;;;;;;;;;;;x,,,,,,
EVTDESC97000_NEWS_SHORT;对葡萄牙政府的强烈不满已升级成暴动。最初煽动者是一位名叫玛利亚的女性，反抗行动便是以其绰号来命名。;;;;;;;;;;;;;x,,,,,,,
EVTDESC97003_NEWS_LONG;作为对于葡萄牙反抗运动的反应，玛利亚女王二世已废除宪法并组建由沙丹那第一公爵若昂·弗朗西斯科·德·沙丹娜·道恩领导的反动政府。此举意在激起葡萄牙的自由党的愤怒，挑起内战。;;;;;;;;;;;;;x,,,,,
EVTDESC97003_NEWS_MEDIUM;作为对于葡萄牙反抗运动的反应，玛利亚女王二世已废除宪法并设立由沙丹那公爵领导的反动政府。此举意在激起葡萄牙的自由党的愤怒，挑起内战。;;;;;;;;;;;;;x,,,,,,
EVTDESC97003_NEWS_SHORT;作为对于葡萄牙反抗运动的反应，玛利亚女王二世已废除宪法并设立由沙丹那公爵领导的反动政府。;;;;;;;;;;;;;x,,,,,,,
EVTDESC97015_NEWS_LONG;在经过短暂的外国旅行后，国王卡洛斯一世回到了里斯本，在途径宫殿广场时王室遭遇了共和党分子的火力。国王中弹三颗而亡，另一枚子弹则给了王座继承人路易斯·菲利佩致命一击。混乱中，警察杀死了刺客……但不久后，国外和王室继承人被宣告死于海军兵工厂。曼努埃尔，国王的小儿子，立即作为葡萄牙新一任国王继位。;;;;;;;;;;;;;x,,
EVTDESC97015_NEWS_MEDIUM;在经过短暂的外国旅行后，国王卡洛斯一世回到了里斯本，在途径宫殿广场时王室遭遇了共和党分子的火力。曼努埃尔，国王的小儿子，立即作为葡萄牙新一任国王继位。;;;;;;;;;;;;;x,,,,,
EVTDESC97015_NEWS_SHORT;在经过短暂的外国旅行后，国王卡洛斯一世和王位继承人惨遭共和党分子杀害。曼努埃尔，国王的小儿子，立即作为葡萄牙新一任国王继位。;;;;;;;;;;;;;x,,,,,
EVTDESC97020_NEWS_LONG;国王卡洛斯的死削弱了葡萄牙政权，于是敌对的共和党便可以在里斯本获得有力支持。烧炭党的成员，共和党青年，和其他军队成员在宫殿里发起军事政变。据称，年轻的曼努埃尔国王和他的家人流亡到英格兰，不久后，新的葡萄牙共和国在里斯本宣布成立。\n;;;;;;;;;;;;;x,,,,
EVTDESC97020_NEWS_MEDIUM;烧炭党的成员，共和党青年，和其他军队成员在宫殿里发起军事政变。据称，年轻的曼努埃尔国王和他的家人流亡到英格兰，不久后，新的葡萄牙共和国在里斯本宣布成立。;;;;;;;;;;;;;x,,,,,
EVTDESC97020_NEWS_SHORT;烧炭党的成员以军事政变推翻了葡萄牙政权。曼努埃尔国王和他的家人流亡到英格兰，新的葡萄牙共和国宣布成立。;;;;;;;;;;;;;x,,,,,,,
EVTNAME97055_NEWS_TITLE;秘鲁-玻利维亚邦联终结？;;;;;;;;;;;;;x,,,,,,,,
EVTDESC97055_NEWS_LONG;随着近来$COUNTRY_ADJ$力量遭受的打击损失，邦联的信心受到严重影响。$CAPITAL$的居民自发集会，要求将玻利维亚这个引发了南美洲众多纷争的国家隔离出去。$COUNTRY_ADJ$政府认为他们应该拒绝此要求，这样做的后果无疑是引发内战。;;;;;;;;;;;;;x,,,,,,
EVTDESC97055_NEWS_MEDIUM;$CAPITAL$的居民自发集会，要求将玻利维亚这个引发了南美洲众多纷争的国家隔离出去。$COUNTRY_ADJ$政府认为他们应该拒绝此要求，这样做的后果无疑是引发内战。;;;;;;;;;;;;;x,,,,,,,
EVTDESC97055_NEWS_SHORT;$CAPITAL$的居民自发集会，要求将玻利维亚这个引发了南美洲众多纷争的国家隔离出去。;;;;;;;;;;;;;x,,,,,,,,
EVTDESC97060_NEWS_LONG;巴西仍然享对乌拉圭内务的干预权，但近几个月以来，保守的布兰科政府的态度已越来越强硬。报道称，叛军的领导者——科罗拉多自由主义领导者，贝南西奥·弗洛雷斯，已同巴西政府结盟：让其当权，则巴西可再次赢得乌拉圭这个坚定伙伴。;;;;;;;;;;;;;x,,,,,
EVTDESC97060_NEWS_MEDIUM;报道称，在同乌拉圭敌对多年后，叛军的领导者——科罗拉多自由主义领导者，贝南西奥·弗洛雷斯，已同巴西政府结盟：让其当权，则巴西可再次赢得乌拉圭这个坚定伙伴。;;;;;;;;;;;;;x,,,,,,,
EVTDESC97060_NEWS_SHORT;报道称，在同乌拉圭敌对多年后，叛军的领导者——科罗拉多自由主义领导者，贝南西奥·弗洛雷斯，已同巴西政府结盟：让其当权，则巴西可再次赢得乌拉圭这个坚定伙伴。;;;;;;;;;;;;;x,,,,,,,,
EVTNAME97070_NEWS_TITLE;厄瓜多尔的独裁者;;;;;;;;;;;;;x,,,,,,,,
EVTDESC97070_NEWS_LONG;作为厄瓜多尔总统及公认的国父的胡安·何塞·弗洛雷斯将军，对参与违规选举的事情做出回应，为了保住其声誉大跌的政权，他意图废除1835宪法。此部宪法又号称“奴隶契约”，曾激怒了大批信奉自由主义的国民。;;;;;;;;;;;;;x,,,,,
EVTDESC97070_NEWS_MEDIUM;作为厄瓜多尔总统及公认的国父的胡安·何塞·弗洛雷斯将军，对参与违规选举的事情做出回应，为了保住其声誉大跌的政权，他意图废除1835宪法。;;;;;;;;;;;;;x,,,,,,
EVTDESC97070_NEWS_SHORT;作为厄瓜多尔总统及公认的国父的胡安·何塞·弗洛雷斯将军，对参与违规选举的事情做出回应，对他意图废除1835宪法而导致声望大跌做出回应;;;;;;;;;;;;;x,,,,,,
EVTDESC97075_NEWS_LONG;厄瓜多尔保守派之父，加布里埃尔·加西亚·莫雷诺，在危机期间上台执政。对于一些人来说，他确是国家困难时期的不二之选。对另一些人来说，他是个暴君。无论何种情况，莫雷诺正以铁拳政策统治着厄瓜多尔。;;;;;;;;;;;;;x,,,,
EVTDESC97075_NEWS_MEDIUM;厄瓜多尔保守派之父，加布里埃尔·加西亚·莫雷诺，在危机期间上台执政。对于一些人来说，他确是国家困难时期的不二之选。对另一些人来说，他是个暴君。无论何种情况，莫雷诺正以铁拳政策统治着厄瓜多尔。;;;;;;;;;;;;;x,,,,
EVTDESC97075_NEWS_SHORT;厄瓜多尔保守派之父，加布里埃尔·加西亚·莫雷诺，在危机期间上台执政。莫雷诺正以铁拳政策统治着厄瓜多尔。;;;;;;;;;;;;;x,,,,,,
EVTDESC97110_NEWS_MEDIUM;很少人会相信，不利用武器的力量，会出现一个跨越文化的印度联合体。最近，这种情况已被改变，在$COUNTRY$的印度民族主义者集结成一支真正的联盟——他们的呼声引起了各方注意。;;;;;;;;;;;;;x,,,,,,
EVTDESC97110_NEWS_SHORT;很少人会相信，不利用武器的力量，会出现一个跨越文化的印度联合体。最近，这种情况已被改变，在$COUNTRY$的印度民族主义者集结成一支真正的联盟;;;;;;;;;;;;;x,,,,,,,
EVTDESC97116_NEWS_LONG;兰吉特·辛格离世后，锡克帝国空缺的领导位很难找到合适人选。大君的继承人在几个月后蹊跷而亡，后任继承人也是同样命运，这都是旁遮普王子们夺权斗争的结果。尽管锡克人源源不断的涌向英国边境，但似乎最后他们还是难逃战事的纷争。;;;;;;;;;;;;;x,,,,
EVTDESC97116_NEWS_MEDIUM;兰吉特·辛格离世后，锡克帝国空缺的领导位很难找到合适人选。旁遮普王子们明争暗斗。尽管锡克人源源不断的涌向英国边境，但似乎最后他们还是难逃战事的纷争。;;;;;;;;;;;;;x,,,,,,
EVTDESC97116_NEWS_SHORT;兰吉特·辛格离世后，旁遮普王子们明争暗斗。尽管锡克人源源不断的涌向英国边境，但似乎最后他们还是难逃战事的纷争。\n;;;;;;;;;;;;;x,,,,,,
EVTDESC97151_NEWS_LONG;据报道，$FROMCOUNTRY$突然发生一起两西班牙侨民同多名当地人的斗殴事件，一名西班牙人被杀。西班牙海军上将对此事有所耳闻，强烈要求$FROMCOUNTRY_ADJ$政府对西班牙全面道歉。政府出面致歉后，一些西班牙顾问认为政府应在其古老的殖民地上维护主权以恢复受损的荣耀。;;;;;;;;;;;;x,,,,,,
EVTDESC97151_NEWS_MEDIUM;据报道，$FROMCOUNTRY$发生了一起事件，该事件引起西班牙海军上将的关注……上将坚持要求$FROMCOUNTRY_ADJ$政府对西班牙全面道歉。政府虽出面致歉，但一些西班牙顾问仍认为政府应发起战争以重振国威。;;;;;;;;;;;;x,,,,,,
EVTDESC97151_NEWS_SHORT;一起在$FROMCOUNTRY$发生的小事件导致$FROMCOUNTRY_ADJ$政府对西班牙进行全面道歉，但但一些西班牙顾问认为政府应发动战争以重振国威。;;;;;;;;;;;;x,,,,,,,
EVTDESC97152_NEWS_LONG;据报道，$FROMCOUNTRY$突然发生一起两西班牙侨民同多名当地人的斗殴事件，一名西班牙人被杀。西班牙海军上将对此事有所耳闻，强烈要求$FROMCOUNTRY_ADJ$政府对西班牙全面道歉。可想而知，对方一定会拒绝。这是对前殖民西班牙权威的直接挑战。如果他们没有如此行动，那么他们便会失去大量的可信度。;;;;;;;;;;;;x,,,,,
EVTDESC97152_NEWS_MEDIUM;据报道，$FROMCOUNTRY$突然发生一起两西班牙侨民同多名当地人的斗殴事件。当然，$FROMCOUNTRY$是不会因此对西班牙道歉的。这是对前殖民西班牙权威的直接挑战。;;;;;;;;;;;;x,,,,,,
EVTDESC97152_NEWS_SHORT;$FROMCOUNTRY$拒绝就西班牙和当地人的冲突事件对西班牙道歉。这对前殖民的西班牙来说是种侮辱。;;;;;;;;;;;;x,,,,,,,,
EVTDESC97175_NEWS_LONG;$STATENAME$的叛乱已长时间无人问津，一些观察者称$COUNTRY$正处于将丧失整个殖民地的控制权的危险中。$PROVINCENAME$当地的激进分子甚至宣称他们从$COUNTRY_ADJ$统治下独立……然该说法并未受到重视，毕竟清除$STATENAME$的混乱局面仍然任重而道远，不过这对于$COUNTRY$来说着实困窘，若时间足够，激进分子很可能有足够的力量并将从殖民地的独立变为事实。;;;;;;;;;;;;x,,,
EVTDESC97175_NEWS_MEDIUM;$STATENAME$的叛乱已长时间无人问津，一些观察者称$COUNTRY$正处于将丧失整个殖民地的控制权的危险中。这对于$COUNTRY$来说着实困窘，若时间足够，激进分子很可能有足够的力量并将从殖民地的独立变为事实。;;;;;;;;;;;;x,,,,,
EVTDESC97175_NEWS_SHORT;$STATENAME$的叛乱已长时间无人问津，一些观察者称$COUNTRY$正处于将丧失整个殖民地的控制权的危险中。若真如此，那将使$COUNTRY_ADJ$威望陷入尴尬。;;;;;;;;;;;;x,,,,,,
EVTNAME97205_NEWS_TITLE;基尔运河受到$COUNTRY_ADJ$控制;;;;;;;;;;;;x,,,,,,,,
EVTDESC97205_NEWS_LONG;$COUNTRY$近期接管了基尔的军权和管理权，因这德国北部的小块领土毗邻“基尔运河”，该事件如重磅炸弹一般，引发了外贸公司的纷纷议论。该运河被认为是海上运输的重要航线，可以缩短北方到波罗的海的运输距离。全部的主要的贸易公司已向$COUNTRY_ADJ$贸易商会申请该运河的的正式通行权。;;;;;;;;;;;;x,,,,,,
EVTDESC97205_NEWS_MEDIUM;$COUNTRY$近期对“基尔运河”的接管引发了外贸公司的纷纷议论。该运河被认为是海上运输的重要航线，可以缩短北方到波罗的海的运输距离。;;;;;;;;;;;;x,,,,,,,
EVTDESC97205_NEWS_SHORT;$COUNTRY$近期对“基尔运河”的接管引发了外贸公司的纷纷议论。该运河被认为是海上运输的重要航线。;;;;;;;;;;;;x,,,,,,,,
EVTNAME97210_NEWS_TITLE;$COUNTRY_ADJ$“基尔运河”计划揭晓;;;;;;;;;;;;x,,,,,,,,
